id,text,title,skills
job-00096,"The Company
Wizeline is a global digital services company helping mid-size to Fortune 500 companies build, scale, and deliver high-quality digital products and services.
We thrive in solving our customers challenges through human-centered experiences, digital core modernization, and intelligence everywhere (AIML and data). We help them succeed in building digital capabilities that bring technology to the core of their business.
Our People
At Wizeline, we are a team of near 2,000 people spread across 25+ countries. We understand that great technology begins with outstanding talent and diversity of thought. Our business was built on doing well and doing good, and our values of Ownership, Innovation, Community, and Diversity & Inclusion are embedded within our companys DNA. We are committed to offering our Wizeliners the opportunity to create their career path and develop the skills needed to achieve their personal goals.
Community Impact
We are proud to contribute to local economies by developing technology ecosystems in places like Mexico, Colombia, and Vietnam. We also created Wizeline Academy, a free, community-based education program that teaches high-value skills to workers looking to advance their tech industry careers. As of 2022, Academy has served more than 28,000 students across 675 courses. Wizeliners have the opportunity to upskill by taking Wizeline Academy courses and can also share their expertise by delivering classes to students.
Your Day-to-Day
Here's What You'll Be Doing In Your Day-to-day Work
This job posting is for a REACT Software Engineer on our Wizeline team.
As a Software Engineer at Wizeline, you will advocate for the use of cutting-edge technology to build intelligent and scalable products. You will act as a technology partner for our clients from inception to completion while architecting reusable front-end systems. By understanding their needs and translating requirements into world-class design, you will be responsible for delivering high-quality applications.
Partner with multidisciplinary teams located across the world (Technical Writing, User Experience, Product Management, and Project Management) to solve challenging problems. As a relationship builder with direct communication with stakeholders, you will also drive internal initiatives and objectives.
You will work on projects that will allow you to develop your skills and gain exposure to multinational brands. We promote fun and continuous learning and we are proud of working with the brightest minds in the industry.
Are You a Fit?
Sounds awesome, right? Now, lets make sure youre a good fit for the role.
Must-have Skills
React Advanced TypeScript Advance Region Canada
Nice To Have
GraphQL IntermediateAdvance
Why You Should Apply
Here Are Some Of The Things That Make Wizeline Different From Other Technology Services Companies
Still not convinced you should apply.
Our Values
At Wizeline, we value innovation, community, and ownership. Our commitment to diversity, inclusion, and respect fosters an environment where everyone does well and does good. We're proud to be recognized by the Human Rights Campaign Foundation in response to our inclusive corporate policies and best practices for LGBTQ+ employees.
Our Culture
We offer exceptional career growth and learning opportunities to our employees with skill development workshops, mentoring programs, and support for side projects or entrepreneurial work. We ranked 7th on Expansins Super Companies 2021 list.
Our Benefits And Perks
We offer competitive compensation and employee-centric benefits, including industry-leading maternity and paternity leave, wellness programs, and remote work opportunities. All Wizeliners have access to continuous learning opportunities through Wizeline Academy, including cloud certifications, mentorship, LinkedIn Learning, Udemy, and in-house technical bootcamps developed by our experts in the field.
In recognition of our superb employee benefits, we debuted on Quartzs list of the Best Companies for Remote Workers and ranked 5th on Expansins Super Workspaces 2021 list.
Our Global Family
To support the global nature of our business and help our employees grow beyond their technical skills, we offer free virtual English and Spanish language classes as well as provide immigration support when applicable. Prior to COVID-19, we had a robust Work Abroad program in place, which we plan to continue once its safe to do so.
#AllAreWelcomeHere
Wizeline creates and fosters a diverse, inclusive, and harassment-free workplace where everyone can achieve their potential. All applicants will be considered for employment regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, veteran, or disability status.",The Company,communication;graphql;mentoring;product management;project management;react;typescript
job-00097,"Dexian, formerly Hunter Hollis is working with a client that has a need to bring on an Accounting Manager for their site in the Durham, RTP area.
This role does offer some flexibility with a hybrid schedule and is in a very fast growing industry and location.
The main objective of the role is to manage the revenue accounting and accounts receivable areas, and to oversee the daily accounting operations. This position is an individual contributor role.
1-Manage the revenue recognition process according to GAAP.2-Contracts management and billing processes3-Financial statement assistance4-Revenue audits, financial reporting and analysis5-Identify process improvement opportunities to enhance revenue recognition efficiency and effectiveness6-Coordinate with external auditors during financial audits and address any revenue accounting-related inquiries. 
Requirements: 1-Bachelor's Degree 2-Revenue cycle management3-Accounts receivable expertise- Revenue Recognition4-Strong Excel and reporting capability5-8-10 years of overall accounting experience6-Mfg andor Pharmaceuticals or healthcare experience
Salary is in the 85-100K plus bonusBonus and great benefits
Please send resumes to alissa.deuso@dexian.com","Dexian, formerly Hunter Hollis is working with a client that has a need to bring…",accounting;excel;reporting
job-00098,"The ideal candidate will have substantial exposure to monthly closing processes, forecasting and budgeting, and customer billing. They will be organized and approach each issue with an analytical mindset.  ResponsibilitiesEnsure business transactions are reported in accordance with generally accepted accounting principlesWork closely with team members to assist with the month-end closeAssist with the annual audit process including the draft of the financial statements and related notesResearch and analyze expense variances for company management
Qualifications3+ years' of professional accounting experienceBachelor's degree in Accounting, Finance, or Economics or equivalent experienceCPA preferredModeling and Reporting experience required
Hybrid work at our location in Lakeland, FL
EEOC","The ideal candidate will have substantial exposure to monthly closing processes,…",accounting;budgeting;forecasting;reporting
job-00099,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page!
Job details
HYBRID  Competitive $$ + Bonus + equity!
This Jobot Job is hosted by Teaha Carter
Are you a fit? Easy Apply now by clicking the ""Easy Apply"" button and sending us your resume.
Salary $75,000 - $90,000 per year
A Bit About Us
Our dynamic and fast-paced company is seeking an experienced, detail-oriented Senior Accountant to join our team. This position requires a high level of accuracy, efficiency, and responsibility. The successful candidate will have a passion for numbers and a knack for financial reporting. We are looking for someone who has hands-on experience in property accounting and real estate.
This is an excellent opportunity for a dedicated and ambitious professional looking to make a significant impact on a growing company. If you are ready to take the next step in your career and have the qualifications, we would love to hear from you!


Why join us?

Salary + Bonus
Equity Program
Health, Dental, Vision plans
401k
Competitive PTO
Opportunity for career advancement
Hybrid work flexibility
Job Details
The ideal candidate for the Senior Accountant position will have the following qualifications
 Bachelor's degree in Accounting, Finance, or a related field. CPA highly desired A minimum of 3 years of experience in a similar role. Proven experience in Property Management, Real Estate, or multi-property accounting . Extensive knowledge of general financial accounting and cost accounting. Understanding of and ability to adhere to generally accepted accounting principles. Highly proficient with accounting software; Yardi and Rent Manager. Exceptional knowledge of finance, accounting, budgeting, cost accounting and cost control principles, and 9. 9.Generally Accepted Accounting Principles (GAAP). Strong knowledge of financial and accounting processes. Excellent written and verbal communication skills. Strong organizational and analytical skills. Ability to handle and prioritize multiple tasks and meet all deadlines. Proficiency in Microsoft Office Suite, with exceptional knowledge of Excel.
Interested in hearing more? Easy Apply now by clicking the ""Easy Apply"" button.
Want to learn more about this role and Jobot?
Click our Jobot logo and follow our LinkedIn page!
",Want to learn more about this role and Jobot? Click our Jobot logo and follow ou…,accounting;budgeting;communication;excel;reporting
job-00100,"About the Company and Opportunity:Our client is a well-known Corporation headquartered in the Washington DC area.Due to growth, they are hiring a Senior Accountant to expand their team.The company is well-established and has been experiencing much growth every year.The company values teamworkThey are in growth mode so there is opportunity for advancementThey offer a hybrid work scheduleThey offer excellent benefits, including: 401K match, career advancement, annual bonus plan & flexible cultureOverview of the Senior Accountant role:Prepare monthly reporting packagesAnalyze General Ledger activitiesPerform weekly and monthly bank reconciliationsWork closely with project managers regarding monthly and quarterly deliverablesPreferred Qualifications for the Senior Accountant:Bachelor's in Accounting or FinancePublic company experience is a plusCPA is a plusGood systems skillsAdvanced Excel skills preferredGL Accounting experience preferred",About the Company and Opportunity:Our client is a well-known Corporation headqua…,accounting;excel;reporting
job-00101,"Eastridge Workforce Solutions is partnering with an ophthalmic medical technology corporation in its search for a Cost Accountant. Our Aliso Viejo, CA, client has commercialized the worlds first and only adjustable intraocular lens (IOL) that is customized after cataract surgery. For immediate consideration for this direct hire role apply today.
ESSENTIAL DUTIES AND RESPONSIBILITIES:
Month-end close including (but not limited to) of inventory accounts, ensuring reconciliation of perpetual to GL.Maintaining standard costs for inventory parts (material, labor, burden, OH and rolling of routers and product structures) including quarterlyannual updatesCompleting WO reviewaccounting close, analyzing variances, understanding inventory activitiesAnalyzing and recording amortization of capitalized PPVmanufacturing variancesMaintaining monthly allocation entriesParticipating in the annual physical inventory for finance, including reconciling the results to the general ledger and perpetual, coordinating tasks and personnelCompleting miscellaneous account analyses as requestedDocumenting procedures and streamlining transaction processing to improve efficienciesCompletion of monthly balance sheet reconciliations as assignedSupporting annual external audit and tax analysis as assigned
REQUIRED KNOWLEDGE, SKILLS AND ABILITIES:
Strong MS Excel (Pivot Tables, VLOOKUP, etc.)Solid understanding of U.S. GAAPAbility to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manuals. Ability to write routine reports and correspondence.Ability to add, subtract, multiply and divide in all units of measure, using whole numbers, common fractions, and decimals. Ability to compute average, ratios, percent.
EDUCATION, EXPERIENCE, and TRAINING:
Bachelors Degree in Accounting or Finance; minimum 5 years Accounting experience.Must be flexible and adaptable to change.Self-motivated with the ability to prioritize multiple projects under tight deadlines and work independentlyAbility to work professionally with all levels of management.Support our company values (Customer Focused, Agility, Sense of Urgency, Transformative).Training to be completed per the training plan for this position as maintained in the document control system.
COMPUTER SKILLS:
ERPMS Office (Excel, Word, Powerpoint, Outlook).
BENEFITS:
Medical, Dental, Vision, Pet insuranceMedical Benefits: Anthem HMO, PPO, HDHP and Kaiser HMO. Eligible the first month following your start date.Spending accounts: HSA and FSABasic Term Life Insurance 100% employer paidShort TermLong Term Disability: 100% Employer paidEmployee Assistance Program (EAP): Confidential Counseling for you and immediate family members- 100% employer paidMental Wellness Benefits- Modern Health provides coaching sessions + therapy sessions  100% employer paidPTO: 16 days (3 work weeks + plus one day)Paid Holidays: 11401k-employer
Eastridge Workforce Solutions is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We celebrate diversity and are committed to creating an inclusive environment for all employees. Please note that Eastridge is unable to provide visa sponsorship to applicants.
We value diverse experiences, including prior contact with the criminal legal system, and applicants with criminal histories are encouraged to apply.Certain clients require Eastridge to perform background checks and Eastridge will consider qualified applicants with criminal histories in a manner consistent with any applicable federal, state, or local law regarding criminal backgrounds, including but not limited to the Los Angeles Fair Chance Initiative for Hiring and the San Francisco Fair Chance Ordinance.
#IPROPLUS
",Eastridge Workforce Solutions is partnering with an ophthalmic medical technolog…,accounting;excel;training
job-00102,"Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. Youll have an incredible opportunity to grow your career in a company that values your contributions and puts a premium on work flexibility, learning, and career development.
Summary
As a Senior Professional Business Analyst at Gainwell, you can contribute your skills as we harness the power of technology to help our clients improve the health and well-being of the members they serve  a communitys most vulnerable. Connect your passion with purpose, teaming with people who thrive on finding innovative solutions to some of healthcares biggest challenges. Here are the details on this position.
Your role in our mission
Play a critical part in ensuring Gainwell is meeting our clients objectives in important areas.
 Be a knowledgeable bridge between clients, project managers and technical staff to define, document and share business requirements and expected impact  Work with the client to develop business specs at the start of a technical project  Analyze, plan, design, document or make recommendations to improve business processes to support clients technology goals  Help verify that all requirements have been met by partnering with Subject Matter Experts (SME)  Exercise your ability to use basic analytical or relational database software  such as Excel or SQL  to quantify the anticipated impact of work 
What we're looking for
 Practical ability with Microsoft Office as well as SQL  5+ years of Business Analyst experience with CMS experience required. Medicaid Experience preferred but not required  Demonstrated ability to independently manage multiple responsibilities, prioritize tasks and meet deadlines  Ability to multi-task and pivot quickly when needed, and must be able to partner with Cross Functional Teams to drive requirements to completion  Prefer past DDI experience, but not required  Excellent written and verbal communication 
What you should expect in this role
 Remote with some travel  Ability to travel up to 25%  Fast-paced environment where you will learn daily  A rewarding Job that will quickly become a career 
The pay range for this position is $64,900.00 - $92,700.00 per year, however, the base pay offered may vary depending on geographic region, internal equity, job-related knowledge, skills, and experience among other factors. Put your passion to work at Gainwell. Youll have the opportunity to grow your career in a company that values work flexibility, learning, and career development. All salaried, full-time candidates are eligible for our generous, flexible vacation policy, a 401(k) employer match, comprehensive health benefits , and educational assistance. We also have a variety of leadership and technical development academies to help build your skills and capabilities.
We believe nothing is impossible when you bring together people who care deeply about making healthcare work better for everyone. Build your career with Gainwell, an industry leader. Youll be joining a company where collaboration, innovation, and inclusion fuel our growth. Learn more about Gainwell at our company website and visit our Careers site for all available job role openings.
Gainwell Technologies is committed to a diverse, equitable, and inclusive workplace. We are proud to be an Equal Opportunity Employer, where all qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical condition), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We celebrate diversity and are dedicated to creating an inclusive environment for all employees.
",Great companies need great teams to propel their operations. Join the group that…,collaboration;communication;excel;leadership;sql
job-00103,"Role: Electronic EngineerLocation: Miami, FL 33196Duration: 12+ Months (Extendable) Pay Rate: $30  34hr on W2
 Description:The Electronic Engineer defines and evaluates board and cable designs for system modules and components of multi-functional systems. This position will have a focus of developing electronic systems that may include low level motion controllers, sensor interfaces and data acquisition, and system test bed utilities for electro-mechanical systems. The resulting systems shall support system breadboard and prototype efforts through product verification, validation and release. The incumbent designs circuit boards and sub-systems of limited to moderate scope using CADCAE tools; plans and conducts tests to verify theoretical analysis; performs empirical analysis, interpreting and evaluating experimental data to formulate conclusions; documents and communicates designs, specifications and project status; fabricates breadboards and prototypes; develops test plans, test specifications and design verification experiments; and participates on multi-functional development teams. 
Responsibilities:Define and evaluate designs for operating system modules and components of electro-mechanical engineering systemsCommunicate and provide input for project status and project schedule updatesDocument efforts via established procedures using CAD systemsTransfer technical documentation (drawings, specifications) into revision control system including creating and assembling Document Change Orders (DCOs) - Establish electrical engineering specifications
Qualifications:Bachelors degree with 0-2 years of experienceUnderstandingExperience of instrumentation design including electrical and mechanical components, stepper and servo motor control, data acquisition, sensors - UnderstandingExperience with electronic design including programmable logic, analog circuit design, microcontrollers, interfacesProduct design experience with electro-mechanical devices preferredAbility to troubleshootanalyze problems, and make recommendationsSelf starter, sense of urgency to resolve issues and complete projectsWork well with others, coordinate efforts with own and other departments","Role: Electronic EngineerLocation: Miami, FL 33196Duration: 12+ Months (Extendab…",
job-00104,"LHH Recruitment Solutions is looking for a Software Engineer V for a global people analytics and consulting firm focused on improving employee work experiences and driving better business results.
We're seeking a skilled Software Engineer with experience in data, reporting, and business processes. You'll support software development, testing, and troubleshooting for key applications. Collaboration with business and IT teams is crucial to ensure requirements are met and issues are resolved.
Position is Remote, Direct HireW2, and it is Full Time. 
Responsibilities:Support requirements definition, software development, and testing for key applications.Collaborate with business and IT teams to meet emerging needs and resolve application issues.Manage vendor relationships for 3rd party application development.Assist with application installation and testing.

Technical Skills:Experience with relational and unstructured data.Proficiency in front-end and back-end web development.Strong understanding of data architectures, flows, and ETL processes.Experience designing and managing distributed systems.Familiarity with DevOps practices is a plus.

Software Requirements:Foundational: Windows Server, .NET framework, Visual Studio, C#, Microsoft Azure, Git, Application InsightsIdentityAuthentication: SSO, SAML, WIF, OpenId Connect, Azure Active DirectoryData: SQL ServerSSIS, Mongo, Azure StorageFront-end: Angular, HTML, JavaScript, TypeScript, jQuery, KendoBack-end: Entity Framework, WebAPI, Azure Service Bus, Azure App ServicesWebsitesVirtual Machines

Qualifications:Bachelors degree in computing, information technology, or a related field, or significant software engineering experience.3+ years of Full-Stack; software engineering experience supporting information systems.Must have strong recent Front-End experience.Must have recent Angular experience.Must have experience leading or mentoring developers.Experience architecting.Strong technical and problem-solving skills.Ability to work effectively in a small team.Excellent written and oral communication skills.Agile development experience.

Benefits (Medical, Dental, 401(k), PTO)? Unlimited PTO (vacation and sick time) benefits paid 100% by company for employees and dependents. 45% 401 (k) match for every dollar.
What % of benefits do you cover? 100% paid for by employer for employee + dependents
Internal mobility  career growth options? Yes",LHH Recruitment Solutions is looking for a Software Engineer V for a global peop…,.net;agile;angular;azure;c;c#;collaboration;communication;devops;etl;git;html;javascript;mentoring;recruitment;reporting;sql;typescript;windows server
job-00105,"Job Description
Jr. Java Developer
Developer I - Software Engineering
Who We Are
Born digital, UST transforms lives through the power of technology. We walk alongside our clients and partners, embedding innovation and agility into everything they do. We help them create transformative experiences and human-centered solutions for a better world.
UST is a mission-driven group of over 29,000+ practical problem solvers and creative thinkers in over 30+ countries. Our entrepreneurial teams are empowered to innovate, act nimbly, and create a lasting and sustainable impact for our clients, their customers, and the communities in which we live.
With us, youll create a boundless impact that transforms your careerand the lives of people across the world.
Visit us at UST.com .
You Are
UST is looking for Jr. Java Developer for one of the leading healthcare providers in the United States. Act under continuous guidance and support to develop, test, and document applications.
The Opportunity
Interpret the applications, features, and component design developing the same in accordance with user stories specifications per the directions providedCode, debug, test. document and communicate productcomponentfeature development stages.Identify and report opportunities to improve efficiency, and quality (e.g. repeatable processes that can be automated)Adhere to project timelines and communicate effectively over e-mails and conversationsConduct unit testing to validate unit-level functionalitiesPractice FAST goals; seek and accept feedbackLearn technology, business domain, and system domain, individually and as recommended by the projectaccount
This position description identifies the responsibilities and tasks typically associated with the performance of the position. Other relevant essential functions may be required.
What You Need
Languages: Python, JavascriptTypescript, HTML5, CSS, MASM, Java, PHP, MongoDBTools & Technologies: SQL, React, Git, Flask, Node, Express, MongoMongoose, Linux, Maven, SpringMust have one year of experience
Our full-time, regular associates are eligible for 401K matching, and vacation accrual and are covered from day 1 for paid sick time, healthcare, dental, vision, life, and disability insurance benefits. Depending on the role, some associates may also be eligible for stock options.
What We Believe
Were proud to embrace the same values that have shaped UST since the beginning. Since day one, weve been building enduring relationships and a culture of integrity. And today, it's those same values that are inspiring us to encourage innovation from everyone to champion diversity and inclusion and to place people at the center of everything we do.
Humility
We will listen, learn, be empathetic, and help selflessly in our interactions with everyone.
Humanity
Through business, we will better the lives of those less fortunate than ourselves.
Integrity
We honor our commitments and act with responsibility in all our relationships.
Equal Employment Opportunity Statement
UST is an Equal Opportunity Employer.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
UST reserves the right to periodically redefine your roles and responsibilities based on the requirements of the organization andor your performance.",Job Description,css;flask;git;java;linux;php;python;react;sql;unit testing
job-00106,"Duration: 12 months  Job Description:Strong analytical, data modelling, and reporting skillsFamiliar with Enterprise Resource Planning table StructureComfortable digesting large volumes of data and presenting findings to executive leadershipProfessional experience using tools to interpret data such as advanced Excel functions, VBA, SQL, Python andor TableauEducationexperience typically acquired through advanced education (e.g. Bachelor) and typically 3 or more years' related work experience or an equivalent combination of education and experience (e.g. Master+1 years' related work experience , 7 years' related work experience, etc.).","Duration: 12 months  Job Description:Strong analytical, data modelling, and repo…",excel;python;reporting;sql;vba
job-00107,"Catholic Charities of Baltimore is currently seeking a Senior Accountant, who will be accountable for program accounting, special projects, and other analytical projects as assigned. The hybrid work schedule is Monday  Friday, 8:30am  4:30pm.

 JOB DUTIES & RESPONSIBILITIES: Prepares financial statements including the calculation, write up and posting of all journal entries.Maintains high degree of working knowledge of applicable funding source regulations and requirements.Prepares annual budgets and periodic projections for assigned programs.Prepares documents and schedules for internal and external audits as requested.Performs other duties as assigned. 

EDUCATION & EXPERIENCE REQUIREMENTS:Bachelor of Science in Accounting or Finance.Minimum 5 years relevant experience.

REQUIRMENTS & ABILITIES: Extensive knowledge of accounting processes, regulations, and procedures.Researches and analyzes technical issues and financial data.Recognizes impending andor significant issues and problem areas, and initiates communication.Requires the ability to utilize computer systems and software necessary to perform position functions. Basic Windows PC, web browsing (i.e., Chrome, Internet Explorer, etc.), and Microsoft Outlook skills required.

PHYSICAL REQUIREMENTS & WORK ENVIRONMENT:Sedentary work that primarily involves sittingstanding.Remaining in a stationary position, often standing, or sitting for prolonged periods.Communicating with others to exchange information.

We offer a wide range of benefits to meet the ever-changing needs of our employees including but not limited to:HealthDentalVisionVacationsickholiday pay403(b) Retirement Plan with a discretionary employer contributionTuition ReimbursementPaid Parental Leave

Join Catholic Charities of Baltimore where you will be an important member of a trauma-informed care organization that promotes a culture of safety, empowerment, healing, and self-care, and that believes that every person has infinite worth and promise.

Catholic Charities is an equal opportunity employer","Catholic Charities of Baltimore is currently seeking a Senior Accountant, who wi…",accounting;communication
job-00108,"Title: Data EngineerLocation: Ada MI (Need Locals to MI)Contract: 6+ Months
Requirement:Data EngineerAdministrator (mid-level at least)a. Data bricks, Pythonb. Focus on data administration; ETL; data management activities.c. Azure CloudData Stack; Informatica or other ETL.",Title: Data EngineerLocation: Ada MI (Need Locals to MI)Contract: 6+ Months,azure;c;etl
job-00109,"Solstice Consulting Group is seeking a Senior Software Engineer (C++) for an energy related client in the South Houston Area. Base $110k - $135k DOE, 15% bonus opportunity and excellent benefitsCANDIDATES MUST BE US CITIZEN OR GREEN CARD ONLYMinimum of 5+ years of recent C++ experience required Produce, debug, and implement functional software solutions and work with management to define software requirements. Execute full software development life cycle (SDLC). Work with internal field service teams to identify and solve issues related to software systems and help collect needed software improvements. MAIN TASKS Develop high-quality software design and architectureIdentify, prioritize, and execute tasks in the software development life cycleAutomate tasks through appropriate tools and scriptingReview and debug codePerform validation and verification testingCollaborate with internal users to improve productsClearly document project requirements, develop project proposals, assist in developing use manuals and any other technical informationAbility to work on multiple projects at the same time QUALIFICATIONS: Bachelors Degree in Computer Science or equivalent experience in related field.7+ years of experience in a similar role with designing, programming, debugging, testing, and supporting multiple product lines.5+ years experience with selected programming languages (C++)Experience with Python, JavaScript, PHP preferredIn-depth knowledge of PostgreSQL or other relational databasesFamiliarity with the Linux operating systemFamiliarity with version control system (GitBitbucket)Analytical mind with problem-solving aptitudeAbility to work independently and as part of an integrated teamExcellent organizational skills",Solstice Consulting Group is seeking a Senior Software Engineer (C++) for an ene…,c;c++;javascript;linux;php;postgresql;python
job-00110,"Company DescriptionMTK Technologies is a premier HR solutions and services organization providing quality, skilled manpower to clients in various industries. Established in 2006, we are committed to becoming a pioneer in providing recruitment services globally.
Role DescriptionThis is a full-time hybrid role located in Alpharetta, GA, with flexibility for some hybrid work as a Software Engineer in Test. The Software Engineer in Test will be responsible for developing and executing automated tests, maintaining and improving test frameworks, collaborating with developers to improve software quality, and identifying and documenting software defects.
QualificationsTechnically Sound in Core Java-Selenium, TestNG.BDD.Develop Framework components & script development for automated tests.Good with writing SQL queries.Exposure to REST API & Automation.Working in Agile Methodology.Closely work with Dev teams & create test cases.Build & Release process (CICD implementation knowledge).Ready to learn different types of Frameworks.Good to have-UNIX, Python
",Company DescriptionMTK Technologies is a premier HR solutions and services organ…,agile;java;python;recruitment;rest api;sql;unix
job-00111,"Your Journey at Crowe Starts Here:
At Crowe, you have the opportunity to deliver innovative solutions to todays complex business issues. Crowes accounting, consulting, and technology personnel are widely recognized for their in-depth expertise and understanding of sophisticated process frameworks and enabling technologies, along with their commitment to delivering measurable results that help clients build business value. Our focus on emerging technology solutions along with our commitment to internal career growth and exceptional client value has resulted in a firm that is routinely recognized as a Best Place to Work. We are 75 years strong and still growing. Come grow with us!
Job Description:
Crowe is seeking a talented and driven Senior Business Analyst in our Product Engineering practice. This individual will assume a business analyst role on a Scrum team that is responsible for assisting in the development and maintenance of the Ignite data analytics product that is leveraged by the Audit practice to deliver Crowes Audit services. Primary responsibilities include leading requirements elicitation with key stakeholders, documentation, story creation, and refinement for the team. This individual should have a passion for continuous improvement, innovation, and a history of successful software delivery and leadership within an Agile Scrum team.
Responsibilities:
Ability to communicate effectively with all levels of the organization, from executive leadership to peers. Collaborate with Product Owner, stakeholders, and development teams to understand business goals and objectives. Ability to acquire a deep understanding of our products and systems, including their capabilities, features, and technical specifications. Perform analysis of large-scale epics for decomposition and work closely with Program Leadership and teams to ensure accurate scoping, feasibility assessment and effort estimation for epics and features. Conduct refinement sessions to decompose features into user stories, tasks, and acceptance criteria for the development team. Schedule, coordinate, and facilitate agile ceremonies and elicitation sessions with the Product Owner and stakeholders to identify, prioritize, and clarify requirements andor issues. Lead backlog management and refinement activities assisting in prioritizing and sequencing work items based upon business value and technical complexity. Collaborate within the Scrum team and Program Leadership on progress, providing updates and identifying potential risks or issues that surface during development. Develop and conduct product presentations andor demonstrations that effectively communicate the value, benefits, capabilities and features to various stakeholders and development team members. Partner with Development Lead to share Scrum Master responsibilities for the development team. Perform as a change agent on identified Agile process improvements for the development team. Perform change management activities in support of product releases. Collaborate with the QA Lead to ensure effective coordination and execution of User Acceptance Testing efforts. Collaborate across development teams to manage dependencies and ensure risks are proactively managed. Work with the development team to demonstrate work to the Product Manager and ensure it complies with the Definition of Done (DoD). Collaborate with cross-functional teams, including operations to promptly identify and prioritize issues reported in a production environment to ensure timely resolution and minimize impacts on users. 
Required Qualifications:
5+ years of BAExcellent analytical and critical thinking skillsStrong understanding of work requirement solicitation and decomposition techniquesExceptional learning agility and the ability to adapt quicklyAbility grasp business concepts and translate those to the development teamProficient level of understanding of Product Development and Software Development Life CyclesSolid experience with Agile Scrum methodologyExcellent communication skills, both verbal and written with the ability to effectively convey business and technical information to diverse audiences Demonstrated ability to work collaboratively and effectively with diverse stakeholders and team members as a part of a larger program fostering strong relationships and driving resultsProactive, self-starter, with a natural inclination toward taking individual initiative and personal accountabilityHigh degree of organization and the ability to manage multiple tasks effectively
Preferred Qualifications:
Experience with Scaled Agile Framework (SAFe)Experience working with Azure DevOps or similar toolProduct Owner andor Scrum Master certificationExperience with SharePoint  Microsoft 365  Power BIExperience with Data Driven or Data Heavy ProductsIndustry experience in professional services, finance, or accounting
About the Team: 
Product Engineering professionals at Crowe lead the software development efforts for the firm and build technology solutions in a consistent and reliable way. Product Engineering owns the software development competency for the firm, which is tied to standardized processes, practices, policies and controls for client-facing products and projects. Team members share expertise across various industries, targeting manufacturing and distribution, government, healthcare, financial services, and private equity groups based on demand from other Business Units. You will learn and build on a wide range of technologies in an environment where innovation and new ideas are highly encouraged. Hop on board to join one of the fastest growing technology consulting practices in the industry.
Our Benefits:
At Crowe, we know that great people are what makes a great firm. We value our people and offer employees a comprehensive benefits package. Learn more about what working at Crowe can mean for you!
How You Can Grow:
We will nurture your talent in an inclusive culture that values diversity. You will have the chance to meet on a consistent basis with your Career Coach that will guide you in your career goals and aspirations. Learn more about where talent can prosper!
More about Crowe:
Crowe (www.crowe.com) is one of the largest public accounting, consulting and technology firms in the United States. Crowe uses its deep industry expertise to provide audit services to public and private entities while also helping clients reach their goals with tax, advisory, risk and performance services. Crowe is recognized by many organizations as one of the country's best places to work. Crowe serves clients worldwide as an independent member of Crowe Global, one of the largest global accounting networks in the world. The network consists of more than 200 independent accounting and advisory services firms in more than 130 countries around the world.
Crowe LLP provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.
Crowe LLP does not accept unsolicited candidates, referrals or resumes from any staffing agency, recruiting service, sourcing entity or any other third-party paid service at any time. Any referrals, resumes or candidates submitted to Crowe, or any employee or owner of Crowe without a pre-existing agreement signed by both parties covering the submission will be considered the property of Crowe, and free of charge.",Your Journey at Crowe Starts Here:,accounting;agile;azure;communication;critical thinking;data analytics;devops;leadership;scrum
job-00112,"Job Description
Experience with CC++ programming and HLSL, Cg or other vendor specific shader programming language.Experience with 3D graphics APIs (Direct3D 11+, OpenGL, Vulkan andor vendor specific).Experience optimizing both performance factors and memory footprints using hardware and software profilers (PIX, GCM Replay, Tuner, Vtune, etc.).Experience debugging graphics pipelines using relevant platform tooling (Renderdoc, Pix, Razer, etc.).Experience with multithreaded programming and with large code bases.",Job Description,
job-00113,"Job Purpose:The Senior Accountant is responsible for bookkeeping including maintaining company financial records and monthly billing. This position is also responsible for accounts receivable and accounts payable, payroll, payroll taxes, quarterly payroll tax reports, invoicing, personnel payroll records and business reports.
Qualifications and Requirements:Bachelors degree in Accounting or Finance or related field required. Minimum five (5) to Seven (7) years of experience working in a combination of booking, payroll, APAR, senior level position required.Advanced knowledge of Generally Accepted Accounting Principles (GAAP) and accounting software required

",Job Purpose:The Senior Accountant is responsible for bookkeeping including maint…,accounting
